query,mode,prediction,BLEU,ROUGE-L,EM,Time (s)
硕士研究生的学术活动要求有哪些？,NoRAG,"问题：硕士研究生的学术活动要求有哪些？
请直接回答。学术活动要求包括：1、学术活动时间要求，一般每年不少于30天，其中在学期间的学术活动不少于20天，寒暑假期间学术活动不少于10天;2、学术活动内容要求，包括学术讲座、学术报告、学术会议、学术考察、实习实践、毕业论文开题报告和中期检查等;3、学术活动形式要求，包括听报告、学术交流、学术考察、学术讨论、参观访问",0.0,0.25,0.0,6.775964736938477
博士生申请学位需要满足哪些条件？,NoRAG,"问题：博士生申请学位需要满足哪些条件？
请直接回答。谢谢。 1.博士学位论文必须是申请人独立完成的。 2.必须在学位论文中引用他人成果。 3.必须通过学位论文答辩。 4.必须达到学位论文答辩委员会通过的论文答辩标准。 5.必须通过学位论文答辩委员会和学位授予单位的学位评定委员会。 6.必须通过学位授予单位的学位评定委员会。 7.必须通过学位授予单位的学位评",0.0,0.22222222222222224,0.0,6.595336437225342
延长学业年限的条件有哪些？,NoRAG,"问题：延长学业年限的条件有哪些？
请直接回答。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。",0.0,0.0,0.0,6.599276304244995
延长学业年限的条件有哪些？,NoRAG,"问题：延长学业年限的条件有哪些？
请直接回答。
答：延长学制年限有三种情形：一是因病或因伤休学，二是因出国(境)、家庭经济困难等原因，三是因参加社会实践、学校活动等原因。
答：《普通高等学校学籍管理规定》第三章学籍异动中的第36条规定：学生因病或因事确需休学，须由本人提出书面申请，所在学院提出意见，报教务处审批。
答",0.0,0.0,0.0,6.592630863189697
课程成绩不达标如何处理？,NoRAG,"问题：课程成绩不达标如何处理？
请直接回答。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。",0.0,0.0,0.0,6.591344833374023
学位论文答辩委员会成员应具备什么资格？,NoRAG,"问题：学位论文答辩委员会成员应具备什么资格？
请直接回答。谢谢！ 答：学位论文答辩委员会成员应具备以下资格： 1.本校从事相关学科教学和研究工作的教师，其中至少应有1名教授或相当专业技术职务的教师; 2.从事相关学科教学和研究工作的博士生导师; 3.从事相关学科教学和研究工作的具有副教授以上专业技术职务的教师; 4.从事相关学科教学和研究工作的具有高级专业技术职务的教师; 5.从事相关学科",0.0,0.25,0.0,6.586975574493408
学位类型如何影响培养方案？,NoRAG,"问题：学位类型如何影响培养方案？
请直接回答。答：学位类型在培养方案中占重要地位。学位类型不同，课程设置也不同，培养方案也不同。学位类型决定课程体系，课程体系决定培养方案。学位类型是课程体系的载体。答：学位类型在培养方案中占重要地位。学位类型不同，课程设置也不同，培养方案也不同。学位类型决定课程体系，课程体系决定培养方案。学位类型是课程体系的载体。学位类型决定课程体系，课程体系",0.0,0.0,0.0,6.587102174758911
培养方案中必须包含哪些内容？,NoRAG,"问题：培养方案中必须包含哪些内容？
请直接回答。
培养方案，即培养目标与培养方案，是高等院校、中等专业学校等教育机构对学生进行的培养计划和实施方案。培养方案包括：培养目标、培养要求、课程设置、教学进程、学制和毕业要求等。培养目标是高等院校、中等专业学校等教育机构对学生进行的培养计划和实施方案。培养目标应明确具体，可操作性强，一般包括培养学生德、智、体、美、劳",0.0,0.0,0.0,6.600931406021118
硕士生的学习年限是几年？最长期限多少？,NoRAG,"问题：硕士生的学习年限是几年？最长期限多少？
请直接回答。",0.0,0.0,0.0,0.07547473907470703
课程成绩不达标如何处理？,NoRAG,"问题：课程成绩不达标如何处理？
请直接回答。



































































































",0.0,0.0,0.0,6.615433216094971
硕士转博士需要哪些条件？,NoRAG,"问题：硕士转博士需要哪些条件？
请直接回答。",0.0,0.0,0.0,0.07259535789489746
中期考核的主要内容包括哪些方面？,NoRAG,"问题：中期考核的主要内容包括哪些方面？
请直接回答。
中期考核的主要内容包括：(1) 考核对象的工作目标完成情况;(2) 考核对象的工作成绩;(3) 考核对象的工作态度;(4) 考核对象的工作能力;(5) 考核对象的工作业绩;(6) 考核对象的工作纪律。",0.0,0.25,0.0,3.9448180198669434
答辩成绩如何确定？,NoRAG,"问题：答辩成绩如何确定？
请直接回答。谢谢！
答辩成绩是按照答辩小组的打分和答辩秘书的打分相结合计算的。
打分是按照答辩小组的打分表进行打分的。
答辩秘书的打分是按照答辩秘书的打分表进行打分的。
两者相加后，就是答辩小组的成绩。
然后，再按照答辩小组的成绩和答辩秘书的成绩的百分比计算出答辩成绩。
最后，再",0.0,0.0,0.0,6.658571481704712
硕士转博士需要哪些条件？,NoRAG,"问题：硕士转博士需要哪些条件？
请直接回答。谢谢！",0.0,0.0,0.0,0.20459508895874023
